s,grade,grade_s,grade_ss,bank,bank_s,bank_ss
1125.14541,0.021720095,-0.000666431,9.16E-05,-0.025683405,0.000687382,8.29E-06
1128.95946,0.019672265,-0.000390334,9.17E-05,-0.02344676,0.000723635,8.18E-06
1132.77351,0.018439652,-0.000111805,2.49E-05,-0.021193904,0.00075959,7.82E-06
1136.58756,0.017801604,0.000141958,-3.31E-07,-0.018909935,0.000794957,7.70E-06
1140.40162,0.017667735,0.000198476,-6.23E-07,-0.016563968,0.000828855,7.70E-06
1144.21567,0.017753272,0.000192825,-6.18E-07,-0.014136756,0.000826719,7.70E-06
1148.02972,0.017920628,0.000187253,-5.71E-07,-0.011776551,0.00073841,-2.26E-05
1151.84377,0.017977951,0.000181689,-5.72E-07,-0.009605229,0.000627933,-3.19E-05
1155.65783,0.017935759,0.000175939,-5.93E-07,-0.007687635,0.000516722,-3.19E-05
1159.47188,0.017990168,0.000170002,-6.14E-07,-0.006015636,0.000404744,-3.19E-05
1163.28593,0.018436003,0.000163895,-6.35E-07,-0.004614174,0.00029227,-3.19E-05
1167.09998,0.018783179,0.000157824,-6.55E-07,-0.003743586,0.000183054,-3.19E-05
1170.91403,0.019078078,0.00015151,-6.76E-07,-0.003356787,7.20E-05,-3.19E-05
1174.72809,0.019517047,0.000144962,-7.08E-07,-0.003353757,-4.00E-05,-3.19E-05
1178.54214,0.020041458,0.000137977,-8.03E-07,-0.003722836,-0.000150466,-3.19E-05
1182.35619,0.020562179,0.000129977,-9.23E-07,-0.004502912,-0.000264055,-3.19E-05
1186.17024,0.020939451,0.000121793,-1.01E-06,-0.005520736,-0.000373711,-3.19E-05
1189.9843,0.021225226,0.000113454,-1.03E-06,-0.006748349,-0.000485086,-3.03E-05
1193.79835,0.021553045,0.000105747,-5.93E-07,-0.008131909,-0.000593223,5.45E-07
1197.6124,0.021974635,0.000100249,-5.04E-07,-0.009657107,-0.000589174,7.10E-06
1201.42645,0.022390048,9.57E-05,-5.20E-07,-0.011216263,-0.000560515,7.10E-06
1205.2405,0.022981264,9.17E-05,-5.46E-07,-0.012766238,-0.000531637,7.09E-06
1209.05456,0.023585433,8.82E-05,-5.79E-07,-0.014285072,-0.000503564,7.09E-06
1212.86861,0.024264232,8.51E-05,-3.43E-06,-0.015785378,-0.000474906,7.08E-06
1216.68266,0.024714969,8.01E-05,-4.10E-06,-0.017118655,-0.00044608,7.05E-06
1220.49671,0.02493894,7.36E-05,-4.13E-06,-0.018357875,-0.000417495,7.04E-06
1224.31077,0.025206546,6.62E-05,-4.14E-06,-0.01959209,-0.000389829,7.03E-06
1228.12482,0.025285492,5.83E-05,-4.15E-06,-0.020826045,-0.000361866,7.03E-06
1231.93887,0.025312134,5.06E-05,-4.16E-06,-0.021959878,-0.000333857,7.02E-06
1235.75292,0.025402666,4.30E-05,-4.17E-06,-0.02296557,-0.000306207,7.01E-06
1239.56697,0.025552871,2.61E-05,-4.18E-06,-0.023705805,-0.000278447,7.01E-06
1243.38103,0.025689424,1.82E-06,-4.19E-06,-0.024204043,-0.000250911,7.00E-06
1247.19508,0.025660462,-2.41E-05,-4.20E-06,-0.024607031,-0.000223246,7.00E-06
1251.00913,0.025306703,-5.01E-05,-4.21E-06,-0.025050274,-0.00019566,6.99E-06
1254.82318,0.024951733,-7.62E-05,-4.21E-06,-0.025546803,-0.00016823,6.99E-06
1258.63724,0.024486826,-0.000102136,-4.21E-06,-0.026191353,-0.000140887,6.99E-06
1262.45129,0.024145831,-0.00012811,-4.21E-06,-0.026961575,-0.00011353,6.99E-06
1266.26534,0.023730421,-0.000154146,-4.21E-06,-0.027859549,-8.61E-05,6.99E-06
1270.07939,0.023199742,-0.000180226,-4.22E-06,-0.028773698,-5.85E-05,7.82E-06
1273.89344,0.022581332,-0.000205824,-4.22E-06,-0.029485847,-3.14E-05,8.08E-06
1277.7075,0.021838986,-0.000231756,-1.16E-05,-0.030077033,-3.74E-06,7.93E-06
1281.52155,0.021199226,-0.000257835,-1.42E-05,-0.030457575,2.43E-05,7.90E-06
1285.3356,0.020541624,-0.000283452,-1.42E-05,-0.030509475,5.17E-05,7.90E-06
1289.14965,0.019697343,-0.000309515,-1.42E-05,-0.030237415,7.91E-05,7.90E-06
1292.96371,0.018664778,-0.000335416,-1.42E-05,-0.029709847,0.000106227,7.88E-06
1296.77776,0.017288021,-0.000361744,-1.42E-05,-0.029063864,0.000133648,7.87E-06
1300.59181,0.015407737,-0.000387903,-1.42E-05,-0.028464817,0.000160802,7.85E-06
1304.40586,0.013436735,-0.000414431,1.74E-06,-0.027942545,0.00018827,8.22E-06
1308.21991,0.011450569,-0.000417272,8.73E-06,-0.027484315,0.000174419,-4.91E-06
1312.03397,0.009462561,-0.000410331,8.87E-06,-0.027047395,0.000144001,-1.02E-05
1315.84802,0.007688265,-0.000403267,8.87E-06,-0.026549436,0.000113294,-1.02E-05
1319.66207,0.006133598,-0.00039609,8.88E-06,-0.026032725,8.24E-05,-1.02E-05
1323.47612,0.004878122,-0.00038901,8.89E-06,-0.025535182,5.21E-05,-1.02E-05
1327.29018,0.003933656,-0.000381812,8.89E-06,-0.02518539,2.15E-05,-1.02E-05
1331.10423,0.003004405,-0.000374516,8.90E-06,-0.025198634,-9.39E-06,-1.02E-05
1334.91828,0.002003781,-0.000367195,-2.38E-07,-0.025481087,-4.02E-05,-1.04E-05
1338.73233,0.000985589,-0.000359854,-2.85E-06,-0.025960286,-7.10E-05,-1.05E-05
1342.54638,-0.000110061,-0.000352567,-2.85E-06,-0.026641301,-0.000101606,-1.05E-05
1346.36044,-0.001351738,-0.000345515,-3.10E-06,-0.027442217,-0.00013156,-1.92E-06
1350.17449,-0.002873029,-0.00033885,-3.14E-06,-0.028258337,-0.000160935,-2.76E-07
1353.98854,-0.004448964,-0.000333156,-3.15E-06,-0.029004783,-0.000164464,-2.60E-07
1357.80259,-0.005990232,-0.000327849,-3.15E-06,-0.02959809,-0.000163488,-2.38E-07
1361.61665,-0.007536937,-0.000322816,-3.15E-06,-0.030052924,-0.000162054,-2.12E-07
1365.4307,-0.009112205,-0.000318051,-3.15E-06,-0.030363404,-0.000160209,-1.80E-07
1369.24475,-0.010803824,-0.000313396,-3.15E-06,-0.03051641,-0.000158268,-1.46E-07
1373.0588,-0.012513103,-0.000296235,7.92E-06,-0.030570433,-0.000157143,-4.30E-07
1376.87286,-0.013964049,-0.00027868,8.35E-06,-0.030730865,-0.00015677,-5.05E-07
1380.68691,-0.015567171,-0.000260563,8.34E-06,-0.031004059,-0.000157016,-5.63E-07
1384.50096,-0.016676346,-0.000242242,8.34E-06,-0.031425515,-0.00015785,-6.10E-07
1388.31501,-0.017761242,-0.00022377,8.34E-06,-0.03171863,-0.000159157,-6.46E-07
1392.12906,-0.01863097,-0.000205094,8.34E-06,-0.032051571,-0.000160929,-6.71E-07
1395.94312,-0.019479747,-0.000186223,8.33E-06,-0.032556457,-0.000163052,-6.84E-07
1399.75717,-0.020336158,-0.000167148,8.33E-06,-0.033276183,-0.000165449,-6.87E-07
1403.57122,-0.020929374,-0.000148369,8.33E-06,-0.0341367,-0.000167979,-6.80E-07
1407.38527,-0.021294033,-0.00012829,8.34E-06,-0.035016444,-0.000159392,-6.62E-07
1411.19933,-0.021503604,-0.00010804,8.50E-06,-0.035883617,-0.000150431,2.45E-06
1415.01338,-0.02157214,-8.82E-05,8.49E-06,-0.036666598,-0.000141682,2.59E-06
1418.82743,-0.02152155,-6.76E-05,8.48E-06,-0.037396723,-0.000132599,2.64E-06
1422.64148,-0.021122992,-4.84E-05,-9.03E-07,-0.038010574,-0.000123275,3.02E-06
1426.45553,-0.020745872,-4.11E-05,-1.49E-06,-0.038502915,-0.000113652,3.03E-06
1430.26959,-0.020441986,-3.45E-05,-1.52E-06,-0.03897191,-0.000103691,3.02E-06
1434.08364,-0.020054662,-2.81E-05,-1.55E-06,-0.039369716,-9.36E-05,3.00E-06
1437.89769,-0.019726811,-2.19E-05,-1.57E-06,-0.039631573,-8.32E-05,2.99E-06
1441.71174,-0.019540782,-1.61E-05,-1.58E-06,-0.039802563,-7.30E-05,2.98E-06
1445.5258,-0.01958597,-1.06E-05,-1.59E-06,-0.039970976,-6.28E-05,2.98E-06
1449.33985,-0.019614916,-5.24E-06,-1.60E-06,-0.040215102,-5.24E-05,2.98E-06
1453.1539,-0.019735377,1.06E-07,-1.60E-06,-0.04052753,-4.19E-05,2.98E-06
1456.96795,-0.019809405,5.45E-06,-1.60E-06,-0.040885833,-3.14E-05,2.98E-06
1460.782,-0.019896168,1.08E-05,-1.60E-06,-0.041208352,-2.09E-05,2.98E-06
1464.59606,-0.019869716,1.60E-05,-1.60E-06,-0.041510655,-1.07E-05,2.98E-06
1468.41011,-0.019866295,2.13E-05,-1.60E-06,-0.041713286,-3.04E-07,2.98E-06
1472.22416,-0.019988522,2.89E-05,-1.60E-06,-0.041800046,9.96E-06,2.98E-06
1476.03821,-0.020169437,4.53E-05,8.39E-06,-0.041767258,2.05E-05,3.07E-06
1479.85227,-0.020265988,6.28E-05,9.70E-06,-0.041648789,3.11E-05,3.08E-06
1483.66632,-0.020220334,8.03E-05,9.70E-06,-0.041511578,4.19E-05,3.09E-06
1487.48037,-0.0198923,9.76E-05,9.69E-06,-0.041462239,5.26E-05,3.11E-06
1491.29442,-0.019566933,0.000114471,9.69E-06,-0.041407871,6.32E-05,3.13E-06
1495.10847,-0.018969525,0.000131629,9.68E-06,-0.041182922,7.42E-05,3.15E-06
1498.92253,-0.018256388,0.000148877,9.81E-06,-0.040789874,6.37E-05,-3.85E-06
1502.73658,-0.017478544,0.000166626,9.83E-06,-0.040301017,4.98E-05,-5.04E-06
1506.55063,-0.016698009,0.000184541,9.84E-06,-0.039824373,3.59E-05,-5.03E-06
1510.36468,-0.015627858,0.000202565,9.85E-06,-0.039579729,2.19E-05,-5.01E-06
1514.17874,-0.014607554,0.000220401,-5.09E-06,-0.039502136,8.10E-06,-5.37E-06
1517.99279,-0.01354289,0.000209729,-7.44E-06,-0.039491946,-6.46E-06,-5.42E-06
1521.80684,-0.012501491,0.000194897,-7.44E-06,-0.039571871,-2.09E-05,-5.43E-06
1525.62089,-0.011331375,0.000179411,-7.44E-06,-0.039929611,-3.61E-05,-5.43E-06
1529.43494,-0.010733279,0.000164515,-7.44E-06,-0.040238298,-5.08E-05,-5.42E-06
1533.249,-0.010225177,0.000149731,-7.44E-06,-0.040494205,-6.53E-05,-5.42E-06
1537.06305,-0.01002689,0.0001346,-7.45E-06,-0.04077501,-8.01E-05,-5.41E-06
1540.8771,-0.009940919,0.000119475,-7.59E-06,-0.040971198,-9.49E-05,6.68E-07
1544.69115,-0.009677154,0.000103639,-7.75E-06,-0.041008358,-9.65E-05,9.07E-06
1548.50521,-0.009370581,8.75E-05,-7.76E-06,-0.040936274,-6.30E-05,1.06E-05
1552.31926,-0.009092209,7.10E-05,-7.37E-06,-0.040835296,-2.22E-05,1.06E-05
1556.13331,-0.009043542,5.51E-05,1.88E-07,-0.040640102,1.81E-05,1.07E-05
1559.94736,-0.009241883,3.91E-05,2.06E-06,-0.040272152,5.92E-05,1.07E-05
1563.76141,-0.009423791,3.70E-05,2.08E-06,-0.039765021,9.98E-05,1.07E-05
1567.57547,-0.009395154,4.35E-05,2.11E-06,-0.039195988,0.000141035,1.07E-05
1571.38952,-0.009389503,5.13E-05,2.13E-06,-0.038625015,0.000181627,1.07E-05
1575.20357,-0.009152712,5.95E-05,2.16E-06,-0.037892223,0.000222773,1.07E-05
1579.01762,-0.008758199,6.77E-05,2.18E-06,-0.03699275,0.000263264,1.07E-05
1582.83168,-0.00828623,7.62E-05,2.21E-06,-0.035882606,0.000304293,1.07E-05
1586.64573,-0.008015077,8.48E-05,2.24E-06,-0.034519375,0.00034473,1.07E-05
1590.45978,-0.007788367,9.37E-05,2.26E-06,-0.032915702,0.000385673,1.07E-05
1594.27383,-0.007441438,0.000102739,2.29E-06,-0.031296894,0.000426039,1.07E-05
1598.08788,-0.006989496,0.000111889,2.31E-06,-0.029747138,0.000466107,1.07E-05
1601.90194,-0.006497016,0.000121382,2.34E-06,-0.028219406,0.000506898,1.07E-05
1605.71599,-0.00606589,0.00013097,2.36E-06,-0.026689141,0.000547191,1.07E-05
1609.53004,-0.005906623,0.000140868,2.39E-06,-0.025045655,0.000587871,1.07E-05
1613.34409,-0.005940652,0.00015082,5.06E-06,-0.023238724,0.000628059,1.06E-05
1617.15815,-0.006034501,0.000161068,6.28E-06,-0.021231649,0.000668583,1.05E-05
1620.9722,-0.005897034,0.000171383,6.30E-06,-0.019085127,0.00070864,1.05E-05
1624.78625,-0.005281722,0.000181988,6.33E-06,-0.016785056,0.000748983,1.05E-05
1628.6003,-0.004167987,0.000189729,5.50E-06,-0.014419804,0.000698189,-1.53E-05
1632.41435,-0.002935008,0.00019529,5.07E-06,-0.012199344,0.000601685,-2.81E-05
1636.22841,-0.001829547,0.000178194,-7.51E-06,-0.01031329,0.000507103,-2.77E-05
1640.04246,-0.000757937,0.000150505,-1.36E-05,-0.008861721,0.000414982,-2.75E-05
1643.85651,0.000139208,0.000122427,-1.36E-05,-0.00774888,0.000321887,-2.75E-05
1647.67056,0.000673551,9.40E-05,-1.36E-05,-0.006941633,0.00022767,-2.75E-05
1651.48462,0.000727591,6.56E-05,-1.36E-05,-0.006398686,0.000133131,-2.75E-05
1655.29867,0.000461427,3.76E-05,-1.36E-05,-0.006117735,3.99E-05,-2.75E-05
1659.11272,0.000178083,9.97E-06,-1.35E-05,-0.006100814,-5.33E-05,-2.75E-05
1662.92677,-7.25E-05,-1.76E-05,-1.35E-05,-0.006306629,-0.000147103,-2.75E-05
1666.74082,-0.000336199,-4.44E-05,-6.64E-06,-0.006722807,-0.000239748,-2.77E-05
1670.55488,-0.000682985,-7.11E-05,-2.26E-06,-0.007446043,-0.000333333,-2.79E-05
1674.36893,-0.001114076,-9.78E-05,-1.74E-06,-0.008429075,-0.000428222,-6.82E-06
1678.18298,-0.001495059,-0.000122048,-1.41E-06,-0.009527603,-0.000449855,7.37E-06
1681.99703,-0.001863028,-0.000145309,-1.42E-06,-0.010679326,-0.000423066,7.63E-06
1685.81109,-0.002249486,-0.000168565,-1.45E-06,-0.011831452,-0.000396531,7.62E-06
1689.62514,-0.002799671,-0.000191975,-1.47E-06,-0.013028056,-0.000370063,7.62E-06
1693.43919,-0.00354326,-0.000202701,-1.50E-06,-0.014258572,-0.00034355,7.61E-06
1697.25324,-0.004290176,-0.000203478,-1.52E-06,-0.015412093,-0.000317114,7.61E-06
1701.06729,-0.005006738,-0.000204651,-1.53E-06,-0.01646,-0.000290557,7.61E-06
1704.88135,-0.005673678,-0.000206153,-1.54E-06,-0.017390287,-0.000264289,7.60E-06
1708.6954,-0.006368012,-0.000207906,-1.55E-06,-0.018172252,-0.000237855,7.60E-06
1712.50945,-0.007157501,-0.000209772,-1.55E-06,-0.018805845,-0.000211119,7.60E-06
1716.3235,-0.007874821,-0.000211662,-1.55E-06,-0.019291461,-0.000184188,7.60E-06
1720.13756,-0.008460421,-0.000213532,-1.55E-06,-0.019603491,-0.000157513,7.60E-06
1723.95161,-0.008928698,-0.000215404,-1.55E-06,-0.0198199,-0.000130854,6.65E-06
1727.76566,-0.00936293,-0.000217292,-1.55E-06,-0.020056995,-0.000104433,5.83E-06
1731.57971,-0.010055108,-0.000219178,-1.55E-06,-0.020314615,-7.85E-05,5.83E-06
1735.39376,-0.010972081,-0.000221036,-1.55E-06,-0.020575659,-5.30E-05,5.83E-06
1739.20782,-0.01197048,-0.000222886,-1.55E-06,-0.020851382,-2.75E-05,5.83E-06
1743.02187,-0.013043745,-0.000218966,-1.55E-06,-0.021127776,-1.51E-06,5.83E-06
1746.83592,-0.014099951,-0.000210024,-1.55E-06,-0.021372209,2.41E-05,5.83E-06
1750.64997,-0.015121428,-0.000201198,1.67E-06,-0.021588851,4.95E-05,5.84E-06
1754.46403,-0.016024617,-0.000192511,4.84E-06,-0.021800425,7.47E-05,5.85E-06
1758.27808,-0.016723637,-0.000184315,4.80E-06,-0.02196695,9.93E-05,5.88E-06
1762.09213,-0.017292807,-0.000176554,4.77E-06,-0.02204752,0.000123749,5.91E-06
1765.90618,-0.017755298,-0.000168967,4.73E-06,-0.022040859,0.000148717,5.94E-06
1769.72023,-0.01822752,-0.000161554,4.69E-06,-0.02198772,0.000174038,5.97E-06
1773.53429,-0.018642191,-0.000152791,4.66E-06,-0.021913338,0.000154111,5.99E-06
1777.34834,-0.019037538,-0.000141975,4.87E-06,-0.021821531,8.31E-05,1.47E-07
1781.16239,-0.019534699,-0.000130546,5.58E-06,-0.021742557,1.23E-05,-1.68E-05
1784.97644,-0.019951803,-0.000118636,6.16E-06,-0.021672704,-5.85E-05,-2.95E-05
1788.7905,-0.020378114,-0.000106147,6.23E-06,-0.021623263,-0.000130601,-2.94E-05
1792.60455,-0.020790258,-9.35E-05,6.27E-06,-0.021696298,-0.000202521,-2.94E-05
1796.4186,-0.021307937,-9.96E-05,6.29E-06,-0.022059774,-0.000275092,-2.94E-05
1800.23265,-0.021863446,-0.000130511,6.27E-06,-0.022808448,-0.00034772,-2.94E-05
1804.0467,-0.022197174,-0.00016213,-2.80E-06,-0.023970508,-0.000419483,-2.98E-05
1807.86076,-0.022426098,-0.000195572,-2.14E-05,-0.025523299,-0.00049217,-3.06E-05
1811.67481,-0.022592143,-0.000232026,-3.05E-05,-0.027257128,-0.000497543,-1.95E-06
1815.48886,-0.023025927,-0.000271433,-3.18E-05,-0.028985988,-0.000409684,3.88E-05
1819.30291,-0.024177553,-0.000310541,-3.16E-05,-0.030463423,-0.000320165,3.90E-05
1823.11697,-0.026220816,-0.000348775,-3.15E-05,-0.031503624,-0.000230322,3.91E-05
1826.93102,-0.028635581,-0.000386043,-1.19E-05,-0.032102857,-0.000140371,3.96E-05
1830.74507,-0.030892636,-0.000411479,1.41E-05,-0.03226835,-5.03E-05,4.00E-05
1834.55912,-0.033139184,-0.000408286,1.43E-05,-0.031989833,3.94E-05,3.99E-05
1838.37317,-0.03515826,-0.000386879,1.45E-05,-0.031287207,0.000129285,3.98E-05
1842.18723,-0.036743643,-0.000364652,1.46E-05,-0.03031705,0.00021879,1.22E-05
1846.00128,-0.037977931,-0.000342262,1.44E-05,-0.029359491,0.000245247,-2.58E-05
1849.81533,-0.039064956,-0.000320297,1.43E-05,-0.028577311,0.00018379,-2.59E-05
1853.62938,-0.040171783,-0.000299092,1.42E-05,-0.027958772,0.000122522,-2.59E-05
1857.44344,-0.041235371,-0.000278166,1.40E-05,-0.027488798,6.01E-05,-2.60E-05
1861.25749,-0.042127696,-0.000257847,8.19E-06,-0.027335225,-2.56E-06,-2.59E-05
1865.07154,-0.042715748,-0.000238217,-2.28E-07,-0.027608641,-6.52E-05,-2.57E-05
1868.88559,-0.043377185,-0.000219319,-3.51E-07,-0.028204106,-0.000127632,-2.57E-05
1872.69964,-0.044256194,-0.000201148,-4.73E-07,-0.028883868,-0.000189803,-2.57E-05
1876.5137,-0.04516139,-0.000183652,-1.83E-07,-0.029555974,-0.000251675,-1.74E-05
1880.32775,-0.046125431,-0.000166063,6.82E-07,-0.030359453,-0.00031455,1.72E-06
1884.1418,-0.047017393,-0.000145764,1.14E-06,-0.031327195,-0.000340368,1.12E-05
1887.95585,-0.047695395,-0.000121918,1.11E-06,-0.032386874,-0.000307712,1.12E-05
1891.76991,-0.048191923,-0.00010551,1.06E-06,-0.033474978,-0.00027505,1.12E-05
1895.58396,-0.048538934,-0.000106216,1.01E-06,-0.034571819,-0.00024168,1.12E-05
1899.39801,-0.048753479,-0.000114598,9.38E-07,-0.035651307,-0.00020831,1.12E-05
1903.21206,-0.048919848,-0.000123354,8.56E-07,-0.036684774,-0.000174487,1.12E-05
1907.02612,-0.049036309,-0.000132456,-7.51E-07,-0.037578819,-0.000141086,1.12E-05
1910.84017,-0.049199931,-0.000142058,-3.88E-06,-0.038282173,-0.000108003,1.12E-05
1914.65422,-0.049454204,-0.000152553,-3.94E-06,-0.038719442,-7.41E-05,1.12E-05
1918.46827,-0.04973652,-0.000163425,-3.98E-06,-0.038956672,-4.04E-05,1.12E-05
1922.28232,-0.050134445,-0.000174405,-3.99E-06,-0.039038242,-6.58E-06,1.12E-05
1926.09638,-0.050802664,-0.000185634,-3.98E-06,-0.038989906,2.79E-05,7.31E-06
1929.91043,-0.051674086,-0.000196828,-3.96E-06,-0.03880717,5.65E-05,-1.46E-06
1933.72448,-0.052627706,-0.000207863,-3.96E-06,-0.038518446,6.60E-05,-1.46E-06
1937.53853,-0.053688616,-0.000218726,-3.96E-06,-0.03824348,6.15E-05,-1.46E-06
1941.35259,-0.054642236,-0.00022982,-3.96E-06,-0.037969061,5.69E-05,-1.46E-06
1945.16664,-0.055465927,-0.000241002,-3.96E-06,-0.037716584,5.23E-05,-1.46E-06
1948.98069,-0.056446221,-0.000252041,-3.09E-06,-0.037560473,4.78E-05,-1.46E-06
1952.79474,-0.057561506,-0.000262929,-9.01E-08,-0.037533661,4.33E-05,-1.45E-06
1956.60879,-0.058650968,-0.000274029,2.31E-06,-0.037592997,3.88E-05,-1.44E-06
1960.42285,-0.059638916,-0.000279325,2.31E-06,-0.037731991,3.42E-05,-1.44E-06
1964.2369,-0.060592118,-0.000270116,2.31E-06,-0.037910456,2.98E-05,-1.44E-06
1968.05095,-0.061530073,-0.000260793,2.31E-06,-0.038049092,2.53E-05,-1.44E-06
1971.865,-0.062293428,-0.000251576,2.31E-06,-0.038133847,2.09E-05,-1.44E-06
1975.67906,-0.06309943,-0.000242166,2.31E-06,-0.038101071,1.63E-05,-1.44E-06
1979.49311,-0.063957631,-0.000232737,2.31E-06,-0.037935609,1.18E-05,-1.44E-06
1983.30716,-0.064838457,-0.000223299,2.31E-06,-0.037750227,7.20E-06,-1.44E-06
1987.12121,-0.065668705,-0.00021389,2.31E-06,-0.03766498,2.66E-06,-1.44E-06
1990.93526,-0.066438655,-0.000204642,2.31E-06,-0.037662627,-1.80E-06,-1.44E-06
1994.74932,-0.067058464,-0.000195496,2.31E-06,-0.037732636,-6.21E-06,-1.44E-06
1998.56337,-0.067562318,-0.000186156,2.31E-06,-0.037802678,-1.07E-05,-1.44E-06
2002.37742,-0.068159639,-0.000176795,2.31E-06,-0.037776087,-1.53E-05,-1.44E-06
2006.19147,-0.068996158,-0.000166703,2.31E-06,-0.037724899,-1.97E-05,-1.44E-06
2010.00553,-0.069809048,-0.000154407,2.41E-06,-0.037724195,-2.41E-05,-1.44E-06
2013.81958,-0.070539721,-0.000141914,2.73E-06,-0.037812074,-2.87E-05,-1.44E-06
2017.63363,-0.071112345,-0.000129596,2.73E-06,-0.038027214,-3.27E-05,-1.28E-06
2021.44768,-0.071559726,-0.00011708,2.73E-06,-0.038349681,-3.55E-05,-5.63E-07
2025.26173,-0.07190073,-0.000104751,2.73E-06,-0.038608564,-3.82E-05,-2.05E-07
2029.07579,-0.072188787,-9.21E-05,2.73E-06,-0.038816853,-4.09E-05,-2.07E-07
2032.88984,-0.072442771,-7.95E-05,2.73E-06,-0.038966058,-4.37E-05,-2.08E-07
2036.70389,-0.072704094,-6.70E-05,2.73E-06,-0.039103634,-4.65E-05,-2.10E-07
2040.51794,-0.073043246,-5.45E-05,2.73E-06,-0.039248711,-4.92E-05,-2.13E-07
2044.332,-0.073513455,-4.24E-05,3.17E-06,-0.039479507,-5.19E-05,-2.16E-07
2048.14605,-0.073748604,-3.00E-05,5.09E-06,-0.039730665,-5.47E-05,-2.24E-07
2051.9601,-0.073814693,-1.76E-05,5.09E-06,-0.039975073,-5.75E-05,-2.28E-07
2055.77415,-0.073818779,-5.18E-06,5.09E-06,-0.040144964,-6.03E-05,-2.33E-07
2059.5882,-0.073813612,7.23E-06,5.09E-06,-0.040323421,-6.32E-05,-2.38E-07
2063.40226,-0.073884549,1.97E-05,5.09E-06,-0.040535538,-6.61E-05,-2.42E-07
2067.21631,-0.073991244,3.21E-05,5.09E-06,-0.040826814,-6.90E-05,-2.47E-07
2071.03036,-0.074018148,4.44E-05,5.09E-06,-0.041136074,-7.19E-05,-2.52E-07
2074.84441,-0.073890382,5.65E-05,5.09E-06,-0.041410146,-7.47E-05,-2.56E-07
2078.65847,-0.073607197,6.89E-05,5.09E-06,-0.041659668,-7.77E-05,-2.61E-07
2082.47252,-0.073166758,8.13E-05,5.06E-06,-0.04189276,-8.69E-05,-2.29E-06
2086.28657,-0.072650813,9.33E-05,4.97E-06,-0.042172952,-0.000120753,-1.04E-05
2090.10062,-0.071989769,0.0001053,4.97E-06,-0.042540211,-0.000154564,-1.04E-05
2093.91467,-0.07127838,0.000117288,3.05E-06,-0.043018454,-0.000188358,-1.03E-05
2097.72873,-0.070521303,0.00012926,-4.01E-06,-0.04367742,-0.000222143,-1.02E-05
2101.54278,-0.069870681,0.000141234,-4.02E-06,-0.044496803,-0.000255912,-1.02E-05
2105.35683,-0.069211398,0.000153165,-4.02E-06,-0.045440021,-0.000289475,-1.02E-05
2109.17088,-0.068559135,0.000164939,-4.02E-06,-0.046543854,-0.000322527,-1.02E-05
2112.98494,-0.067961397,0.000176962,-4.02E-06,-0.047876544,-0.00035627,-1.02E-05
2116.79899,-0.067469998,0.000188993,-4.02E-06,-0.04941361,-0.000390014,-1.02E-05
2120.61304,-0.06705287,0.000200997,-4.02E-06,-0.051050609,-0.000423696,-1.02E-05
2124.42709,-0.066658772,0.000216659,-4.02E-06,-0.052736139,-0.000457345,-1.02E-05
2128.24114,-0.066242592,0.000246472,1.85E-06,-0.0545026,-0.000490906,-8.32E-06
2132.0552,-0.065535731,0.000277843,2.44E-05,-0.056453856,-0.00052327,4.47E-07
2135.86925,-0.064337637,0.000310998,2.44E-05,-0.058545124,-0.000544266,6.00E-06
2139.6833,-0.062566614,0.000347054,2.43E-05,-0.060784813,-0.000518298,6.30E-06
2143.49735,-0.060406885,0.000384454,2.42E-05,-0.063091289,-0.000490021,6.69E-06
2147.31141,-0.057826008,0.000422099,2.41E-05,-0.065465163,-0.000459704,7.16E-06
2151.12546,-0.055250701,0.000458078,2.40E-05,-0.067603836,-0.000423832,7.58E-06
2154.93951,-0.052721429,0.000487941,2.39E-05,-0.069255817,-0.000356584,7.87E-06
2158.75356,-0.050138608,0.000514693,1.52E-05,-0.070620337,-0.000282823,8.91E-06
2162.56761,-0.047884186,0.000516129,-5.74E-05,-0.071725384,-0.000213302,1.63E-05
2166.38167,-0.046342218,0.000349262,-5.73E-05,-0.072591121,-0.000160341,1.66E-05
2170.19572,-0.045830738,0.000187524,-5.72E-05,-0.073007052,-0.000108861,1.71E-05
2174.00977,-0.046360326,2.28E-05,-5.70E-05,-0.073027838,-5.33E-05,1.77E-05
2177.82382,-0.047515697,-0.000139934,-5.68E-05,-0.072831842,5.66E-06,1.84E-05
2181.63788,-0.049302215,-0.000304969,-5.66E-05,-0.072353823,7.00E-05,1.91E-05
2185.45193,-0.051822559,-0.000467623,-5.63E-05,-0.071484663,0.000137928,1.97E-05
2189.26598,-0.054747452,-0.000624841,-5.01E-05,-0.07025113,0.00020811,2.04E-05
2193.08003,-0.057169818,-0.000783332,-3.00E-06,-0.068934852,0.000283335,2.12E-05
2196.89408,-0.059733215,-0.00091754,-7.99E-07,-0.067457776,0.000361719,2.12E-05
2200.70814,-0.062072228,-0.000867537,2.22E-05,-0.0657472,0.000419418,1.37E-05
2204.52219,-0.064254564,-0.000565123,8.31E-05,-0.063865773,0.000345773,-2.96E-05
2208.33624,-0.065752401,-0.000271922,8.27E-05,-0.062027741,0.000267177,-3.05E-05
2212.15029,-0.066573185,2.66E-05,8.24E-05,-0.060352744,0.000179653,-3.15E-05
2215.96435,-0.066393134,0.000314902,8.20E-05,-0.058983562,8.80E-05,-3.24E-05
