s,grade,grade_s,grade_ss,bank,bank_s,bank_ss
328.008492,0.010015822,-0.000206523,4.74E-06,-0.03015322,-7.33E-05,-6.12E-06
331.822544,0.009607263,-0.000201278,4.74E-06,-0.030405353,-8.65E-05,-6.12E-06
335.636596,0.009371926,-0.000195957,3.15E-06,-0.030829483,-9.98E-05,-6.13E-06
339.450648,0.009115538,-0.000190683,-2.80E-06,-0.031423395,-0.000112921,-6.19E-06
343.264701,0.008549478,-0.000187954,-2.80E-06,-0.032202641,-0.000126067,-6.19E-06
347.078753,0.007697373,-0.000195121,-2.83E-06,-0.033030725,-0.000132957,-3.20E-06
350.892805,0.006755181,-0.00020267,-2.97E-06,-0.033692045,-0.000116317,7.66E-06
354.706857,0.00582859,-0.000210229,-2.98E-06,-0.034281877,-9.97E-05,7.66E-06
358.52091,0.005016228,-0.000217715,-2.98E-06,-0.03482909,-8.34E-05,7.66E-06
362.334962,0.004411842,-0.000225236,-2.99E-06,-0.035312897,-6.70E-05,7.65E-06
366.149014,0.003819738,-0.000232828,-3.00E-06,-0.035545489,-5.05E-05,7.65E-06
369.963066,0.003028915,-0.000240549,-3.00E-06,-0.035545597,-3.39E-05,7.65E-06
373.777119,0.002083222,-0.00024827,-3.01E-06,-0.035363871,-1.72E-05,7.65E-06
377.591171,0.001051066,-0.000255903,-3.01E-06,-0.03510371,-8.29E-07,7.65E-06
381.405223,-7.67E-05,-0.000263559,-3.02E-06,-0.034871697,1.56E-05,7.64E-06
385.219275,-0.001151341,-0.000271274,-3.02E-06,-0.034687459,3.20E-05,7.64E-06
389.033327,-0.002210423,-0.000279108,-2.93E-06,-0.034561724,4.87E-05,3.15E-06
392.84738,-0.003327467,-0.000286847,-2.75E-06,-0.03448312,6.05E-05,-5.89E-06
396.661432,-0.004521012,-0.000294208,-1.32E-06,-0.034469204,5.52E-05,-5.86E-06
400.475484,-0.005893563,-0.000301235,1.11E-06,-0.034539128,3.59E-05,-5.81E-06
404.289536,-0.007313744,-0.000304363,1.10E-06,-0.034622705,1.70E-05,-5.81E-06
408.103589,-0.008633511,-0.000301727,1.08E-06,-0.034658969,-1.43E-06,-5.81E-06
411.917641,-0.009927432,-0.00029924,1.06E-06,-0.03462389,-1.93E-05,-5.82E-06
415.731693,-0.011199702,-0.000296961,1.03E-06,-0.034522605,-3.67E-05,-5.82E-06
419.545745,-0.012535166,-0.000294919,9.92E-07,-0.034369614,-5.39E-05,-5.83E-06
423.359798,-0.013929265,-0.000293199,9.46E-07,-0.034209508,-7.09E-05,-5.84E-06
427.17385,-0.015233445,-0.000291812,8.97E-07,-0.034120571,-8.77E-05,-5.84E-06
430.987902,-0.016522877,-0.00029067,8.51E-07,-0.03422574,-0.000104495,-5.85E-06
434.801954,-0.017919583,-0.0002897,8.11E-07,-0.034614309,-0.000121568,-5.86E-06
438.616006,-0.019249159,-0.000288852,7.76E-07,-0.035216789,-0.000138912,-5.86E-06
442.430059,-0.020451078,-0.000288083,7.47E-07,-0.035946673,-0.000156485,-5.87E-06
446.244111,-0.021577286,-0.000287342,9.13E-07,-0.036708923,-0.000174312,-1.55E-08
450.058163,-0.022845098,-0.000285475,1.06E-06,-0.037344708,-0.00016996,4.73E-06
453.872215,-0.024200975,-0.000282572,1.07E-06,-0.037753642,-0.000147832,4.73E-06
457.686268,-0.025368659,-0.000279464,6.13E-07,-0.037869697,-0.000126011,4.75E-06
461.50032,-0.026258531,-0.000276209,2.42E-07,-0.037727244,-0.000104474,4.77E-06
465.314372,-0.027014286,-0.000272853,2.40E-07,-0.037640047,-8.32E-05,4.77E-06
469.128424,-0.027782851,-0.000269454,2.35E-07,-0.037852236,-6.21E-05,4.77E-06
472.942477,-0.028567878,-0.000266074,2.87E-07,-0.038319417,-4.13E-05,6.06E-06
476.756529,-0.029396168,-0.000262758,3.23E-07,-0.038868266,-2.06E-05,7.16E-06
480.570581,-0.030348518,-0.000259555,2.97E-07,-0.039313471,-1.37E-07,7.16E-06
484.384633,-0.031356434,-0.000256521,2.65E-07,-0.039632224,2.01E-05,7.17E-06
488.198685,-0.032307071,-0.000253707,2.27E-07,-0.039901714,4.02E-05,7.17E-06
492.012738,-0.033153035,-0.000251154,1.83E-07,-0.0401432,6.02E-05,7.17E-06
495.82679,-0.033858259,-0.000248914,1.33E-07,-0.040317783,8.00E-05,7.17E-06
499.640842,-0.034404531,-0.000246987,8.13E-08,-0.040323104,9.98E-05,7.17E-06
503.454894,-0.034899133,-0.000245275,4.94E-06,-0.040106902,0.000119731,7.15E-06
507.268947,-0.035410315,-0.000239965,9.65E-06,-0.039666212,0.000139838,7.16E-06
511.082999,-0.0359389,-0.000215358,9.64E-06,-0.039049011,0.000160419,7.20E-06
514.897051,-0.03650827,-0.000174347,9.67E-06,-0.038353021,0.000160487,-4.05E-07
518.711103,-0.03698618,-0.000132985,9.72E-06,-0.037668336,0.000139781,-8.07E-06
522.525156,-0.037167967,-9.18E-05,9.72E-06,-0.037125845,0.000119443,-8.07E-06
526.339208,-0.037091123,-5.05E-05,9.72E-06,-0.036691517,9.91E-05,-8.07E-06
530.15326,-0.036973783,-9.00E-06,9.72E-06,-0.036277132,7.87E-05,-8.07E-06
533.967312,-0.036777642,3.25E-05,9.72E-06,-0.035943779,5.83E-05,-8.07E-06
537.781364,-0.03641477,7.38E-05,9.72E-06,-0.035859746,3.80E-05,-8.07E-06
541.595417,-0.036003775,0.000130946,1.46E-05,-0.036042839,1.77E-05,-8.04E-06
545.409469,-0.035501985,0.000205209,2.00E-05,-0.036356642,-2.35E-06,-8.00E-06
549.223521,-0.034718428,0.000279406,2.00E-05,-0.036767874,-2.24E-05,-8.00E-06
553.037573,-0.033556107,0.000353545,1.99E-05,-0.037224664,-4.24E-05,-5.01E-06
556.851626,-0.031983393,0.000428258,1.99E-05,-0.037648525,-6.26E-05,-1.54E-06
560.665678,-0.030176973,0.000503417,1.99E-05,-0.037928072,-7.87E-05,-1.54E-06
564.47973,-0.028169111,0.000578275,1.99E-05,-0.038056767,-9.07E-05,-1.58E-06
568.293782,-0.025831702,0.000652602,1.99E-05,-0.038140316,-0.000104958,-1.68E-06
572.107835,-0.023326738,0.000726478,1.99E-05,-0.038252547,-0.000121264,-1.82E-06
575.921887,-0.020661492,0.00080022,1.99E-05,-0.038392131,-0.000138242,-1.95E-06
579.735939,-0.017765212,0.000874098,1.99E-05,-0.038576156,-0.000154721,-2.04E-06
583.549991,-0.014746154,0.000948135,1.99E-05,-0.038864263,-0.000170298,-2.11E-06
587.364043,-0.011557501,0.001022431,1.99E-05,-0.039303972,-0.000184583,-2.13E-06
591.178096,-0.007938054,0.001096976,1.99E-05,-0.039926572,-0.000197167,-2.13E-06
594.992148,-0.003785524,0.001171859,1.99E-05,-0.040666055,-0.000194848,-2.09E-06
598.8062,0.000736136,0.001247836,1.99E-05,-0.041374995,-0.000177729,8.95E-07
602.620252,0.005556417,0.001324418,1.99E-05,-0.041978842,-0.000157541,3.68E-06
606.434305,0.010539318,0.001371066,1.99E-05,-0.042466174,-0.000133908,3.83E-06
610.248357,0.015476252,0.001307634,1.11E-05,-0.042891962,-0.000110471,3.92E-06
614.062409,0.020378343,0.001174876,-3.33E-05,-0.043280434,-9.13E-05,3.55E-06
617.876461,0.025044427,0.001042561,-6.12E-05,-0.043557003,-7.66E-05,3.25E-06
621.690513,0.029111857,0.000909736,-6.12E-05,-0.043776732,-6.41E-05,3.26E-06
625.504566,0.032371804,0.000777334,-6.12E-05,-0.044026075,-5.20E-05,3.29E-06
629.318618,0.034789137,0.000645439,-6.12E-05,-0.044299741,-3.99E-05,3.32E-06
633.13267,0.036262567,0.000513365,-6.12E-05,-0.044515854,-2.76E-05,3.36E-06
636.946722,0.037170013,0.000380805,-2.49E-05,-0.044537936,-1.52E-05,3.69E-06
640.760775,0.037612572,0.000247805,-3.57E-06,-0.044432425,-2.54E-06,3.87E-06
644.574827,0.037904602,0.000158995,-3.57E-06,-0.04435737,1.05E-05,3.88E-06
648.388879,0.038466737,9.52E-05,-3.56E-06,-0.044255569,2.37E-05,3.88E-06
652.202931,0.03913229,3.07E-05,-3.56E-06,-0.044052636,3.71E-05,3.88E-06
656.016984,0.039512322,-3.42E-05,-3.56E-06,-0.043964939,5.08E-05,3.88E-06
659.831036,0.039610045,-9.92E-05,-3.56E-06,-0.0440369,6.45E-05,3.88E-06
663.645088,0.039592234,-0.000163133,-1.80E-05,-0.044067784,7.81E-05,3.84E-06
667.45914,0.039517379,-0.000226803,-2.49E-05,-0.043938483,9.18E-05,3.83E-06
671.273192,0.038967111,-0.000290504,-2.49E-05,-0.043656693,8.77E-05,9.85E-07
675.087245,0.037923441,-0.000354108,-2.49E-05,-0.043357482,7.54E-05,-3.61E-06
678.901297,0.036611208,-0.000418708,-2.49E-05,-0.043034582,6.31E-05,-5.14E-06
682.715349,0.035094943,-0.0004838,-2.49E-05,-0.042655085,5.08E-05,-5.12E-06
686.529401,0.033053604,-0.000549005,-2.49E-05,-0.042177217,3.85E-05,-5.10E-06
690.343454,0.030691112,-0.000613496,-2.78E-06,-0.041760753,2.65E-05,-5.12E-06
694.157506,0.028374611,-0.000603638,9.40E-06,-0.041534991,1.46E-05,-5.14E-06
697.971558,0.026265095,-0.000567367,1.09E-05,-0.04155742,2.59E-06,-5.15E-06
701.78561,0.024328195,-0.000531102,1.09E-05,-0.041827665,-9.46E-06,-5.16E-06
705.599663,0.022744498,-0.000494409,1.09E-05,-0.042281002,-2.17E-05,-5.17E-06
709.413715,0.021283899,-0.000457459,1.09E-05,-0.042708743,-3.41E-05,-5.17E-06
713.227767,0.019782927,-0.000420494,1.09E-05,-0.042948659,-4.65E-05,-5.18E-06
717.041819,0.017902573,-0.000383444,1.09E-05,-0.043035301,-5.91E-05,3.82E-06
720.855871,0.016077532,-0.000346163,1.09E-05,-0.042968028,-4.46E-05,6.52E-06
724.669924,0.014630529,-0.000309325,1.09E-05,-0.042972664,-2.24E-05,6.52E-06
728.483976,0.01362764,-0.000272559,1.10E-05,-0.043001603,-4.42E-07,6.51E-06
732.298028,0.01283863,-0.000235782,1.10E-05,-0.042841667,2.15E-05,6.50E-06
736.11208,0.01213522,-0.000198523,1.10E-05,-0.042582441,4.36E-05,6.50E-06
739.926133,0.011675325,-0.000161343,1.09E-05,-0.042242887,6.54E-05,6.52E-06
743.740185,0.011446709,-0.000125022,1.09E-05,-0.041928749,8.67E-05,6.58E-06
747.554237,0.011470018,-8.96E-05,1.09E-05,-0.041779171,0.00010784,6.67E-06
751.368289,0.011720065,-5.49E-05,7.91E-06,-0.041598776,0.000129457,6.74E-06
755.182342,0.012293706,-2.08E-05,7.19E-06,-0.04113193,0.00015211,6.85E-06
758.996394,0.013164158,1.09E-05,7.09E-06,-0.040321092,0.000175731,6.96E-06
762.810446,0.014071292,4.23E-05,7.01E-06,-0.039229907,0.000200088,7.03E-06
766.624498,0.014590578,7.38E-05,6.96E-06,-0.038090294,0.000224817,7.09E-06
770.43855,0.014725637,0.000105791,6.93E-06,-0.037066639,0.000249583,7.11E-06
774.252603,0.014676555,0.000138091,6.93E-06,-0.036192958,0.000273728,7.11E-06
778.066655,0.01485656,0.000171873,6.95E-06,-0.035385569,0.000297595,7.09E-06
781.880707,0.01501103,0.000208817,7.79E-06,-0.034550728,0.000282441,-5.67E-06
785.694759,0.015339967,0.000247929,7.85E-06,-0.033712594,0.000258377,-7.89E-06
789.508812,0.015709611,0.000287026,7.75E-06,-0.032963961,0.000232883,-7.99E-06
793.322864,0.016484297,0.000325618,7.64E-06,-0.032229697,0.000206189,-8.10E-06
797.136916,0.017204527,0.000363571,-8.93E-06,-0.031542171,0.000178304,-8.39E-06
800.950968,0.017826692,0.000313043,-1.05E-05,-0.031004468,0.000150318,-8.30E-06
804.765021,0.018371744,0.000253354,-1.05E-05,-0.030654364,0.000125597,-8.26E-06
808.579073,0.018620064,0.000193251,-1.06E-05,-0.030483413,0.00010166,-8.23E-06
812.393125,0.018741403,0.000132967,-1.06E-05,-0.030455613,7.81E-05,-8.20E-06
816.207177,0.018702265,7.27E-05,-1.06E-05,-0.030437471,5.48E-05,-8.17E-06
820.021229,0.01857529,1.22E-05,-1.06E-05,-0.030568446,3.20E-05,-8.14E-06
823.835282,0.018128947,-7.56E-05,-1.06E-05,-0.030759023,1.00E-05,-8.11E-06
827.649334,0.017593672,-0.000164046,-1.07E-05,-0.030914657,-1.15E-05,-8.08E-06
831.463386,0.016958613,-0.000252324,-1.05E-05,-0.031000856,-1.95E-05,4.30E-07
835.277438,0.016401158,-0.000341746,-4.03E-05,-0.030998743,-2.71E-05,1.39E-06
839.091491,0.015456383,-0.00043121,-4.05E-05,-0.030996762,-3.42E-05,1.49E-06
842.905543,0.014069858,-0.000520465,-4.05E-05,-0.031117877,-4.08E-05,1.59E-06
846.719595,0.012208889,-0.000607989,-4.05E-05,-0.031447462,-4.69E-05,1.70E-06
850.533647,0.009589443,-0.000695758,-4.05E-05,-0.032000113,-5.28E-05,1.79E-06
854.3477,0.006181516,-0.000783491,-4.05E-05,-0.032588505,-5.82E-05,1.88E-06
858.161752,0.002345293,-0.00087136,-3.99E-05,-0.03312627,-6.33E-05,1.94E-06
861.975804,-0.0017283,-0.000958549,4.73E-06,-0.033459384,-6.82E-05,1.56E-07
865.789856,-0.00587774,-0.000989223,4.73E-06,-0.033526899,-7.52E-05,1.47E-07
869.603908,-0.010022401,-0.001019928,4.73E-06,-0.033396079,-8.21E-05,1.39E-07
873.417961,-0.014245227,-0.001050595,4.73E-06,-0.033248351,-8.91E-05,1.31E-07
877.232013,-0.018310069,-0.001081413,4.73E-06,-0.033222465,-9.63E-05,1.24E-07
881.046065,-0.022227626,-0.001111836,4.73E-06,-0.033204727,-0.000107536,1.35E-07
884.860117,-0.025964555,-0.001142125,4.26E-06,-0.033180889,-0.000121146,-1.10E-05
888.67417,-0.029755152,-0.001172389,4.28E-06,-0.033217003,-0.000135288,-1.19E-05
892.488222,-0.033728965,-0.001202629,-4.93E-06,-0.033367459,-0.000149788,-1.15E-05
896.302274,-0.037682811,-0.001232495,-2.01E-05,-0.033735568,-0.000164438,-1.11E-05
900.116326,-0.041911544,-0.001286493,-2.17E-05,-0.034469184,-0.000178789,-1.12E-05
903.930379,-0.046540308,-0.001343605,-2.16E-05,-0.035487201,-0.000193687,-1.13E-05
907.744431,-0.051537956,-0.001400989,-2.16E-05,-0.03670783,-0.00020926,-1.14E-05
911.558483,-0.056876055,-0.001458581,-2.15E-05,-0.037974395,-0.000225596,-1.15E-05
915.372535,-0.062216545,-0.001515829,-2.13E-05,-0.039237128,-0.000221939,2.70E-05
919.186587,-0.067980054,-0.001573676,-2.13E-05,-0.040194351,-0.000147174,3.23E-05
923.00064,-0.074051016,-0.001632707,-2.13E-05,-0.040910361,-6.04E-05,3.23E-05
926.814692,-0.080152597,-0.001691518,-2.13E-05,-0.041427572,2.61E-05,3.23E-05
930.628744,-0.086902505,-0.001750309,-2.13E-05,-0.041547602,0.000112541,3.23E-05
934.442796,-0.093569172,-0.001808705,-2.13E-05,-0.041544273,0.000196187,3.23E-05
938.256849,-0.099996265,-0.001869243,-2.15E-05,-0.041743102,0.000268994,3.21E-05
942.070901,-0.10610611,-0.001931328,-2.18E-05,-0.04177771,0.000338522,3.19E-05
945.884953,-0.112022993,-0.001994562,-8.65E-06,-0.041601225,0.000406574,3.20E-05
949.699005,-0.117547154,-0.001994491,9.19E-05,-0.041519092,0.000443684,-4.84E-05
953.513058,-0.122196956,-0.001674816,9.50E-05,-0.041889607,0.000254317,-4.98E-05
957.32711,-0.126180202,-0.001344279,9.53E-05,-0.042588921,6.76E-05,-4.92E-05
961.141162,-0.129069153,-0.001011074,9.52E-05,-0.042882069,-0.000107765,-4.93E-05
964.955214,-0.130872833,-0.000680042,9.49E-05,-0.042863146,-0.000280049,-5.00E-05
968.769266,-0.131069975,-0.000355193,9.45E-05,-0.04325097,-0.000455271,-5.07E-05
972.583319,-0.129773449,-3.42E-05,9.42E-05,-0.044075251,-0.000634049,-5.13E-05
976.397371,-0.126702319,0.000291787,9.42E-05,-0.046028889,-0.000816597,-5.13E-05
980.211423,-0.120039539,0.000826787,0.000124155,-0.051045976,-0.00097979,-4.78E-05
984.025475,-0.109022488,0.002119093,0.000131099,-0.058270762,-0.001019282,-4.13E-05
987.839528,-0.095557442,0.003411074,0.000398058,-0.063777791,-0.000936339,6.62E-06
991.65358,-0.080522507,0.004627056,0.000378407,-0.06488696,-0.00043839,0.000148594
995.467632,-0.063988842,0.00584211,0.000382718,-0.062557892,-0.000141263,0.000136923
999.281684,-0.045849825,0.007069545,0.000389782,-0.059372949,-9.77E-05,0.000115268
1003.09574,-0.023926928,0.008302649,0.000395365,-0.058369713,-0.00017663,9.42E-05
1006.90979,0.00047474,0.009522479,0.00029377,-0.059373087,-0.0004411,8.24E-05
1010.72384,0.024832828,0.010117009,-0.000131137,-0.062171286,-0.000744819,0.000112492
1014.53789,0.050031189,0.008810612,-0.000394198,-0.064900817,-0.000531558,0.000151036
1018.35195,0.076540259,0.007495963,-0.000396924,-0.064606068,8.44E-05,0.000143521
1022.166,0.101059995,0.006143208,-0.000404945,-0.060647453,0.000738603,8.51E-05
1025.98005,0.120728316,0.004762701,-0.00041533,-0.056301794,0.000948778,-5.99E-05
1029.7941,0.136223691,0.003344253,-0.000414612,-0.052736982,0.000821561,-6.47E-05
1033.60815,0.146913912,0.00193263,-0.000414473,-0.050452006,0.000642769,-6.56E-05
1037.42221,0.153402846,0.000534099,-0.000301704,-0.049394726,0.000452942,-6.94E-05
1041.23626,0.156774683,-0.00059223,-5.03E-05,-0.048171042,0.000256828,-8.05E-05
1045.05031,0.157780765,-0.001030348,-4.97E-05,-0.047170028,2.17E-05,-8.08E-05
1048.86436,0.157164285,-0.001203031,-4.92E-05,-0.046519431,-0.00022691,-8.11E-05
1052.67842,0.155223526,-0.001371254,-4.80E-05,-0.046167526,-0.000476391,-3.22E-05
1056.49247,0.152132955,-0.001534267,-4.68E-05,-0.046062862,-0.000578294,3.92E-05
1060.30652,0.147941947,-0.001696276,-4.71E-05,-0.046088682,-0.000473063,3.89E-05
1064.12057,0.142669247,-0.001857774,-4.73E-05,-0.046013762,-0.000370302,3.86E-05
1067.93462,0.136080231,-0.002021444,-4.75E-05,-0.045784185,-0.000265685,3.84E-05
1071.74868,0.12849596,-0.002188799,-4.76E-05,-0.045453334,-0.000156182,3.83E-05
1075.56273,0.120214162,-0.002356296,-4.76E-05,-0.045007203,-4.26E-05,3.83E-05
1079.37678,0.111253956,-0.002522805,-4.75E-05,-0.04445661,7.44E-05,3.83E-05
1083.19083,0.102160633,-0.002686666,-2.58E-05,-0.043595037,0.000191074,2.05E-05
1087.00489,0.09272157,-0.002850358,-1.02E-05,-0.042399216,0.000307261,7.65E-06
1090.81894,0.08327823,-0.002989472,-1.02E-05,-0.041128856,0.000375379,7.66E-06
1094.63299,0.073870687,-0.002860452,-1.02E-05,-0.039971986,0.000411827,7.67E-06
1098.44704,0.064663123,-0.002582368,3.38E-05,-0.038830527,0.000447337,7.79E-06
1102.26109,0.056019445,-0.002305281,8.04E-05,-0.037418312,0.000481607,7.95E-06
1106.07515,0.047965503,-0.002034608,9.17E-05,-0.035689988,0.000514377,8.06E-06
1109.8892,0.040402981,-0.001760383,9.17E-05,-0.033863815,0.000547291,8.17E-06
1113.70325,0.033997467,-0.00148497,9.16E-05,-0.032000839,0.000581095,8.28E-06
1117.5173,0.028920157,-0.001213597,9.16E-05,-0.030011991,0.000615621,8.34E-06
1121.33136,0.024741069,-0.000938697,9.16E-05,-0.02786238,0.000651489,8.34E-06
